DATE-TIME,sivt,givtc_desktop,mobileApp,givts_mobileWeb,givtt_desktop,givtb_mobileApp,givt,givtb_mobileWeb,givtt_mobileApp,sivt_mobileApp,givtc_mobileApp,desktop,givta_mobileApp,givtb_desktop,TOTAL,givts_mobileApp,mobileWeb,givtt_mobileWeb,givtc_mobileWeb,sivt_desktop,sivt_mobileWeb,givts_desktop,givta_mobileWeb,givta_desktop
2019-05-30-20,2503503,501879,28897137,12563,36124,0,789197,486,24,142488,16169,93134290,0,26413,213433163,0,91401736,72132,62506,1678070,682945,107085,6018,11350
2019-05-30-21,2500426,490031,30108710,11527,37271,0,776283,524,5,145332,16744,89530359,0,28772,211548798,4,91909729,66589,62146,1662927,692167,112740,4073,11016
2019-05-30-22,2428400,500103,27540536,12040,36103,0,772174,374,13,136025,15633,84051496,0,19793,200715404,9,89123372,67778,63117,1606273,686102,109847,447,13881
2019-05-30-23,2301713,453127,24211971,13305,36769,1,738289,472,18,129479,12812,73331532,0,24586,176799852,1,79256349,68652,57935,1508281,663953,123797,211,10136
2019-05-31-00,2324243,442731,22508773,15135,36404,0,732008,510,36,147216,14964,74072156,0,29364,177921982,2,81341053,69028,57167,1537384,639643,123908,2,10510
2019-05-31-01,2171875,431668,17639649,14604,36528,0,707907,473,24,125743,13728,69989351,0,27526,163111838,17,75482838,61921,52319,1452595,593537,131081,0,12875
2019-05-31-02,2083744,407909,16250073,13297,41457,0,678319,284,5,118482,13573,75946319,0,29685,164205681,29,72009289,67002,52106,1395582,569680,112267,0,9727
2019-05-31-03,2104211,386877,15272247,14190,41087,0,656990,155,13,115769,12007,82614632,0,19560,164583720,21,66696841,69067,49202,1429516,558926,121268,0,15189
2019-05-31-04,1954447,366498,14364992,14053,43751,0,635771,132,18,111786,13049,81961526,0,22564,157868393,20,61541875,65740,45698,1305787,536874,112869,0,11362
2019-05-31-05,2039045,357833,17757125,12979,42585,0,630720,163,15,132585,14829,84624795,0,20548,168269735,7,65887815,67550,47133,1317287,589173,113378,0,13423
2019-05-31-06,2245002,398715,23853156,13835,43949,0,692319,195,24,150527,17785,93565371,0,31212,200520970,22,83102443,67607,52585,1424939,669536,124207,0,9462
2019-05-31-07,2540213,482947,27799627,15096,42462,0,813093,319,31,176727,24340,110179651,0,18908,234631127,9,96651849,68858,63567,1620766,742720,141114,0,13401
2019-05-31-08,2840879,638477,28506770,15544,40460,1,966838,193,43,192272,30185,137080697,0,22696,264926734,15,99339267,67399,72721,1866778,781829,120292,0,11983
2019-05-31-09,3040853,758234,28836890,15096,42144,0,1113554,328,67,201433,34631,157725464,0,29274,285005176,14,98442822,70991,79339,2088117,751303,130632,0,13329
2019-05-31-10,3008492,795908,28863634,15149,42600,3,1161979,160,34,206145,37473,166928773,0,35610,292402017,14,96609610,72680,79887,2109109,693238,125669,0,12075
2019-05-31-11,3020086,856483,29028623,14199,56684,0,1215850,167,72,206747,39607,166592992,0,23556,290712528,8,95090913,77392,84938,2158145,655194,125990,0,8385
2019-05-31-12,3073362,892216,30378912,13386,38476,0,1256085,123,35,210802,41930,162211541,0,24810,289517396,24,96926943,75802,88949,2216612,645948,124831,0,15027
2019-05-31-13,2973420,856484,30125060,12607,38724,0,1216466,129,16,190089,38787,153725701,0,29597,280285499,6,96434738,70332,84221,2162659,620672,136538,682,10384
2019-05-31-14,2958396,850882,30361656,14148,41834,0,1209919,106,9,177312,34327,147915128,0,32269,275936810,13,97660026,72245,81930,2142292,638792,132660,3563,15105
2019-05-31-15,2871371,774019,31339345,13419,36428,0,1113994,191,9,177825,29836,140090952,0,28425,271678278,14,100247981,76458,81376,2050768,642778,122801,4819,9914
2019-05-31-16,2797233,700745,32232247,14058,35711,4,1033531,175,14,181921,27000,128351227,0,38515,264927395,0,104343921,74560,74022,1945254,670058,116429,5802,14647
2019-05-31-17,2578808,536862,32099592,13746,34877,0,842552,196,18,169123,22331,107720472,0,27107,243695560,1,103875496,73872,72019,1701888,707797,111601,236,9946
2019-05-31-18,2562656,454774,31180707,13779,34245,6,788881,248,12,158056,18294,90185362,0,37386,215993535,4,94627466,71943,65520,1691707,712893,153868,709,14799
2019-05-31-19,2343202,370436,28834571,12744,36715,0,673519,310,16,144901,16759,79110652,0,29005,196183164,0,88237941,73064,63662,1513992,684309,113323,4333,9809
2019-05-31-20,2251588,313569,28423955,12960,37261,0,599732,367,8,140114,15429,74015290,0,28391,190717314,1,88278069,73576,60035,1428477,682997,103494,2016,14726
2019-05-31-21,2226138,298119,28580892,10816,34086,0,572744,364,19,141306,14706,71393072,0,23864,188099319,0,88125355,75775,57662,1396937,687895,104784,159,10234
2019-05-31-22,2138184,275723,26346467,11375,36015,0,546501,354,12,138258,14592,65258907,0,23924,177147597,8,85542223,71065,57109,1306868,693058,100049,0,14773
2019-05-31-23,2073386,252735,21787839,11363,34585,0,530228,446,8,121441,12760,59473941,0,22712,158854030,15,77592250,71551,53747,1268357,683588,114568,0,7011
